rownames,score,unemp,wage,tuition,education,gender_female,gender_male,ethnicity_afam,ethnicity_hispanic,ethnicity_other,fcollege_no,fcollege_yes,mcollege_no,mcollege_yes,home_no,home_yes,urban_no,urban_yes,income_high,income_low,region_other,region_west,target
1657,57.0,4.099999904632568,10.029999732971191,0.5242499709129333,13,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
1658,46.02000045776367,4.099999904632568,10.029999732971191,0.5242499709129333,14,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,0
1659,55.900001525878906,4.099999904632568,10.029999732971191,0.5242499709129333,17,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
1660,37.06999969482422,8.5,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1661,46.91999816894531,8.5,6.590000152587891,0.692840039730072,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1662,30.90999984741211,8.5,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1663,42.380001068115234,8.5,6.590000152587891,0.692840039730072,15,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1664,45.459999084472656,8.5,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1665,44.88999938964844,8.5,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1666,44.22999954223633,8.5,6.590000152587891,0.692840039730072,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1667,35.790000915527344,8.5,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,1
1668,39.88999938964844,8.5,6.590000152587891,0.692840039730072,13,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1669,43.31999969482422,4.300000190734863,10.029999732971191,0.5242499709129333,14,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,0
1670,49.060001373291016,4.300000190734863,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
1671,38.16999816894531,4.300000190734863,10.029999732971191,0.5242499709129333,13,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,0
1672,46.869998931884766,4.300000190734863,10.029999732971191,0.5242499709129333,15,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
1673,49.06999969482422,4.300000190734863,10.029999732971191,0.5242499709129333,13,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1674,39.47999954223633,4.300000190734863,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
1675,42.29999923706055,4.300000190734863,10.029999732971191,0.5242499709129333,12,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,0
1676,47.959999084472656,4.300000190734863,10.029999732971191,0.5242499709129333,13,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,0
1677,48.45000076293945,4.300000190734863,10.029999732971191,0.5242499709129333,13,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1678,47.65999984741211,4.300000190734863,9.920000076293944,0.4549700021743774,12,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1679,61.16999816894531,4.300000190734863,9.920000076293944,0.4549700021743774,12,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
1680,51.529998779296875,4.300000190734863,9.920000076293944,0.4549700021743774,14,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
1681,41.9900016784668,4.300000190734863,9.920000076293944,0.4549700021743774,12,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,0
1682,65.16999816894531,4.300000190734863,9.920000076293944,0.4549700021743774,16,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
1683,53.13999938964844,4.300000190734863,9.920000076293944,0.4549700021743774,17,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1684,39.939998626708984,4.300000190734863,9.920000076293944,0.4549700021743774,12,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1685,59.380001068115234,4.300000190734863,9.920000076293944,0.4549700021743774,16,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1686,57.04999923706055,4.300000190734863,9.920000076293944,0.4549700021743774,13,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1687,57.189998626708984,4.300000190734863,9.920000076293944,0.4549700021743774,15,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1688,37.16999816894531,3.700000047683716,9.920000076293944,0.4549700021743774,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
1689,45.810001373291016,3.700000047683716,9.920000076293944,0.4549700021743774,12,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
1690,40.56999969482422,3.700000047683716,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,0
1691,38.970001220703125,3.700000047683716,9.920000076293944,0.4549700021743774,12,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1692,57.29999923706055,3.700000047683716,9.920000076293944,0.4549700021743774,15,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
1693,41.20000076293945,3.700000047683716,9.920000076293944,0.4549700021743774,13,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1694,42.58000183105469,3.700000047683716,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1695,59.5,3.700000047683716,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
1696,40.560001373291016,3.700000047683716,9.920000076293944,0.4549700021743774,12,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1697,46.060001373291016,6.900000095367432,9.920000076293944,0.4549700021743774,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1698,48.86000061035156,6.900000095367432,9.920000076293944,0.4549700021743774,13,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1699,64.18000030517578,6.900000095367432,9.920000076293944,0.4549700021743774,13,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1700,48.54999923706055,6.900000095367432,9.920000076293944,0.4549700021743774,13,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,1
1701,60.40999984741211,6.900000095367432,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1702,51.66999816894531,6.900000095367432,9.920000076293944,0.4549700021743774,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1703,58.81999969482422,6.900000095367432,9.920000076293944,0.4549700021743774,17,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1704,62.27000045776367,6.900000095367432,9.920000076293944,0.4549700021743774,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1705,53.45000076293945,6.900000095367432,9.920000076293944,0.4549700021743774,13,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1706,49.189998626708984,6.900000095367432,9.920000076293944,0.4549700021743774,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1707,59.369998931884766,4.5,9.920000076293944,0.4549700021743774,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1708,43.790000915527344,4.5,9.920000076293944,0.4549700021743774,13,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1709,38.040000915527344,4.5,9.920000076293944,0.4549700021743774,12,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,1
1710,53.650001525878906,4.5,9.920000076293944,0.4549700021743774,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1711,57.810001373291016,4.5,9.920000076293944,0.4549700021743774,15,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
1712,48.720001220703125,4.5,9.920000076293944,0.4549700021743774,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1713,50.59000015258789,4.5,9.920000076293944,0.4549700021743774,15,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
1714,59.27000045776367,4.5,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1715,51.18000030517578,4.5,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1716,56.439998626708984,4.599999904632568,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1717,46.47999954223633,4.599999904632568,9.920000076293944,0.4549700021743774,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1718,39.9900016784668,4.599999904632568,9.920000076293944,0.4549700021743774,12,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1719,49.650001525878906,4.599999904632568,9.920000076293944,0.4549700021743774,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1720,45.529998779296875,4.599999904632568,9.920000076293944,0.4549700021743774,12,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1721,52.2400016784668,4.599999904632568,9.920000076293944,0.4549700021743774,12,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,1
1722,41.029998779296875,4.599999904632568,9.920000076293944,0.4549700021743774,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1723,52.70000076293945,4.599999904632568,9.920000076293944,0.4549700021743774,16,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,1
1724,64.44999694824219,4.599999904632568,9.920000076293944,0.4549700021743774,15,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
1725,39.290000915527344,4.599999904632568,9.920000076293944,0.4549700021743774,14,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,1
1726,59.650001525878906,4.599999904632568,9.920000076293944,0.4549700021743774,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
